id,entry_time,side,instrument,entry_price,sl_price,target_price,sl_points,target_points,exit_time,exit_price,exit_reason,pnl_points,pnl_rupees,checklist_score,checklist_bias,checklist_details
50,2026-05-13 13:33:35,SELL,NSE:NIFTY26MAYFUT,23570.0,23596.7,23503.3,26.7,66.7,2026-05-13 13:55:58,23503.1,TARGET_HIT,66.9,5017.5,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 1.17 → 0.99 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (3/3) — ATM 23550: CE 5m +172,770 | PE 5m -119,925 | OTM CE +20,605 | OTM PE -189,930
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
51,2026-05-13 14:54:38,BUY,NSE:NIFTY26MAYFUT,23507.5,23480.8,23574.2,26.7,66.7,2026-05-13 15:00:08,23480.0,SL_HIT,-27.5,-2062.5,4,BULLISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Rising 1.09 → 1.10 (Bullish momentum)
  ✅ 2. Near-Strike OI: Bullish (2/3) — ATM 23500: CE 5m +88,595 | PE 5m +154,895 | OTM CE +19,110 | OTM PE +110,825
  ✅ 3. AI Timeframe Bias: 5m: BULLISH | 15m: BULLISH | 30m: BULLISH
  ✅ 4. Order Flow: Buy dominant (20.0x)

  🟢🟢 ALL 4 CHECKS BULLISH — TRADE ENTRY
──────────────────────────────"
52,2026-05-14 10:45:55,BUY,NSE:NIFTY26MAYFUT,23496.3,23469.6,23563.0,26.7,66.7,2026-05-14 10:48:43,23469.3,SL_HIT,-27.0,-2025.0,4,BULLISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Rising 0.93 → 0.94 (Bullish momentum)
  ✅ 2. Near-Strike OI: Bullish (3/3) — ATM 23500: CE 5m -309,335 | PE 5m +128,440 | OTM CE -174,070 | OTM PE +53,820
  ✅ 3. AI Timeframe Bias: 5m: BULLISH | 15m: BULLISH | 30m: BULLISH
  ✅ 4. Order Flow: Buy dominant (26.8x)

  🟢🟢 ALL 4 CHECKS BULLISH — TRADE ENTRY
──────────────────────────────"
53,2026-05-14 11:29:30,BUY,NSE:NIFTY26MAYFUT,23600.0,23573.3,23666.7,26.7,66.7,2026-05-14 11:41:57,23670.0,TARGET_HIT,70.0,5250.0,4,BULLISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Rising 0.81 → 0.82 (Bullish momentum)
  ✅ 2. Near-Strike OI: Bullish (3/3) — ATM 23550: CE 5m -43,485 | PE 5m +306,670 | OTM CE -275,535 | OTM PE +601,120
  ✅ 3. AI Timeframe Bias: 5m: BULLISH | 15m: BULLISH | 30m: BULLISH
  ✅ 4. Order Flow: Buy dominant (24.9x)

  🟢🟢 ALL 4 CHECKS BULLISH — TRADE ENTRY
──────────────────────────────"
54,2026-05-14 11:44:12,BUY,NSE:NIFTY26MAYFUT,23672.1,23645.399999999998,23738.8,26.7,66.7,2026-05-14 12:05:23,23661.2,COUNTER_VIEW_FLIP,-10.9,-817.5,4,BULLISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Rising 0.98 → 1.01 (Bullish momentum)
  ✅ 2. Near-Strike OI: Bullish (2/3) — ATM 23650: CE 5m +105,170 | PE 5m +187,850 | OTM CE -195,650 | OTM PE +473,980
  ✅ 3. AI Timeframe Bias: 5m: BULLISH | 15m: BULLISH | 30m: BULLISH
  ✅ 4. Order Flow: Buy dominant (27.0x)

  🟢🟢 ALL 4 CHECKS BULLISH — TRADE ENTRY
──────────────────────────────"
55,2026-05-14 12:05:24,SELL,NSE:NIFTY26MAYFUT,23666.4,23693.100000000002,23599.7,26.7,66.7,2026-05-14 12:15:15,23694.0,SL_HIT,-27.6,-2070.0,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 1.29 → 1.29 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (2/3) — ATM 23650: CE 5m +49,530 | PE 5m +99,515 | OTM CE +1,560 | OTM PE -37,180
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
56,2026-05-15 09:42:20,SELL,NSE:NIFTY26MAYFUT,23790.0,23816.7,23723.3,26.7,66.7,2026-05-15 09:44:23,23811.0,COUNTER_VIEW_FLIP,-21.0,-1575.0,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 1.15 → 1.06 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (3/3) — ATM 23800: CE 5m +757,575 | PE 5m -261,040 | OTM CE +214,435 | OTM PE -29,770
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
57,2026-05-15 09:44:24,BUY,NSE:NIFTY26MAYFUT,23811.9,23785.2,23878.600000000002,26.7,66.7,2026-05-15 10:09:40,23785.0,SL_HIT,-26.9,-2017.5,4,BULLISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Rising 1.09 → 1.12 (Bullish momentum)
  ✅ 2. Near-Strike OI: Bullish (2/3) — ATM 23800: CE 5m +149,760 | PE 5m +453,375 | OTM CE +42,380 | OTM PE +132,665
  ✅ 3. AI Timeframe Bias: 5m: BULLISH | 15m: BULLISH | 30m: BULLISH
  ✅ 4. Order Flow: Buy dominant (22.8x)

  🟢🟢 ALL 4 CHECKS BULLISH — TRADE ENTRY
──────────────────────────────"
58,2026-05-15 10:17:01,SELL,NSE:NIFTY26MAYFUT,23802.1,23828.8,23735.399999999998,26.7,66.7,2026-05-15 10:26:14,23829.0,SL_HIT,-26.9,-2017.5,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 1.25 → 1.23 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (2/3) — ATM 23800: CE 5m +677,755 | PE 5m +28,405 | OTM CE +387,725 | OTM PE +68,510
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
59,2026-05-18 09:50:52,SELL,NSE:NIFTY26MAYFUT,23370.0,23396.7,23303.3,26.7,66.7,2026-05-18 10:16:45,23398.0,SL_HIT,-28.0,-2100.0,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 1.23 → 1.21 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (3/3) — ATM 23350: CE 5m +420,550 | PE 5m -5,330 | OTM CE +813,605 | OTM PE +130,455
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
60,2026-05-18 10:19:09,SELL,NSE:NIFTY26MAYFUT,23410.0,23436.7,23343.3,26.7,66.7,2026-05-18 10:35:12,23440.0,SL_HIT,-30.0,-2250.0,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 1.01 → 1.00 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (3/3) — ATM 23400: CE 5m +199,030 | PE 5m -113,815 | OTM CE +120,965 | OTM PE -202,085
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
61,2026-05-18 10:35:13,SELL,NSE:NIFTY26MAYFUT,23430.0,23456.7,23363.3,26.7,66.7,2026-05-18 10:55:44,23458.8,SL_HIT,-28.8,-2160.0,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 1.21 → 1.08 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (2/3) — ATM 23400: CE 5m -231,140 | PE 5m -1,263,405 | OTM CE -366,860 | OTM PE -522,990
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
62,2026-05-19 09:28:15,BUY,NSE:NIFTY26MAYFUT,23745.0,23718.3,23811.7,26.7,66.7,2026-05-19 09:33:07,23717.0,SL_HIT,-28.0,-2100.0,4,BULLISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Rising 1.04 → 1.04 (Bullish momentum)
  ✅ 2. Near-Strike OI: Bullish (2/3) — ATM 23750: CE 5m +1,275,885 | PE 5m +3,502,590 | OTM CE +1,639,170 | OTM PE +5,020,145
  ✅ 3. AI Timeframe Bias: 5m: BULLISH | 15m: BULLISH | 30m: BULLISH
  ✅ 4. Order Flow: Buy dominant (23.4x)

  🟢🟢 ALL 4 CHECKS BULLISH — TRADE ENTRY
──────────────────────────────"
63,2026-05-19 10:03:09,SELL,NSE:NIFTY26MAYFUT,23720.4,23747.100000000002,23653.7,26.7,66.7,2026-05-19 10:11:43,23747.9,SL_HIT,-27.5,-2062.5,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 0.91 → 0.91 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (3/3) — ATM 23700: CE 5m +769,340 | PE 5m -547,040 | OTM CE +435,695 | OTM PE -180,505
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.1x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
64,2026-05-19 10:14:06,BUY,NSE:NIFTY26MAYFUT,23755.0,23728.3,23821.7,26.7,66.7,2026-05-19 10:18:20,23725.0,SL_HIT,-30.0,-2250.0,4,BULLISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Rising 0.90 → 0.97 (Bullish momentum)
  ✅ 2. Near-Strike OI: Bullish (3/3) — ATM 23750: CE 5m -3,459,040 | PE 5m +3,014,115 | OTM CE -2,369,380 | OTM PE +3,054,545
  ✅ 3. AI Timeframe Bias: 5m: BULLISH | 15m: BULLISH | 30m: BULLISH
  ✅ 4. Order Flow: Buy dominant (21.0x)

  🟢🟢 ALL 4 CHECKS BULLISH — TRADE ENTRY
──────────────────────────────"
65,2026-05-20 10:28:49,SELL,NSE:NIFTY26MAYFUT,23509.0,23535.7,23442.3,26.7,66.7,2026-05-20 10:31:36,23539.5,SL_HIT,-30.5,-2287.5,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 1.24 → 1.23 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (2/3) — ATM 23500: CE 5m +180,245 | PE 5m -227,760 | OTM CE -131,560 | OTM PE -90,155
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
66,2026-05-20 10:32:07,SELL,NSE:NIFTY26MAYFUT,23539.4,23566.100000000002,23472.7,26.7,66.7,2026-05-20 10:32:47,23567.4,SL_HIT,-28.0,-2100.0,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 1.22 → 1.02 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (3/3) — ATM 23550: CE 5m +25,025 | PE 5m -53,560 | OTM CE +100,880 | OTM PE -316,160
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
67,2026-05-20 10:41:38,BUY,NSE:NIFTY26MAYFUT,23557.0,23530.3,23623.7,26.7,66.7,2026-05-20 10:45:20,23530.0,SL_HIT,-27.0,-2025.0,4,BULLISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Rising 1.11 → 1.11 (Bullish momentum)
  ✅ 2. Near-Strike OI: Bullish (3/3) — ATM 23550: CE 5m -142,090 | PE 5m +330,005 | OTM CE +70,525 | OTM PE +316,680
  ✅ 3. AI Timeframe Bias: 5m: BULLISH | 15m: BULLISH | 30m: BULLISH
  ✅ 4. Order Flow: Buy dominant (53.9x)

  🟢🟢 ALL 4 CHECKS BULLISH — TRADE ENTRY
──────────────────────────────"
68,2026-05-21 10:06:18,SELL,NSE:NIFTY26MAYFUT,23764.9,23791.600000000002,23698.2,26.7,66.7,2026-05-21 11:00:12,23695.0,TARGET_HIT,69.9,5242.5,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 0.82 → 0.81 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (2/3) — ATM 23800: CE 5m +481,845 | PE 5m +56,745 | OTM CE +86,190 | OTM PE +77,935
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
69,2026-05-21 11:10:57,SELL,NSE:NIFTY26MAYFUT,23693.2,23719.9,23626.5,26.7,66.7,2026-05-21 11:18:00,23620.0,TARGET_HIT,73.2,5490.0,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 0.81 → 0.80 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (2/3) — ATM 23700: CE 5m +400,465 | PE 5m +13,845 | OTM CE +180,050 | OTM PE -26,650
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
70,2026-05-21 14:10:14,SELL,NSE:NIFTY26MAYFUT,23620.0,23646.7,23553.3,26.7,66.7,2026-05-21 14:26:10,23647.0,SL_HIT,-27.0,-2025.0,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 0.73 → 0.73 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (2/3) — ATM 23650: CE 5m +98,670 | PE 5m -24,245 | OTM CE -7,150 | OTM PE +112,190
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
71,2026-05-22 09:27:50,BUY,NSE:NIFTY26MAYFUT,23750.6,23723.899999999998,23817.3,26.7,66.7,2026-05-22 11:12:06,23789.0,COUNTER_VIEW_FLIP,38.4,2880.0,4,BULLISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Rising 0.80 → 0.83 (Bullish momentum)
  ✅ 2. Near-Strike OI: Bullish (2/3) — ATM 23750: CE 5m +745,420 | PE 5m +1,530,035 | OTM CE -117,975 | OTM PE +1,781,000
  ✅ 3. AI Timeframe Bias: 5m: BULLISH | 15m: BULLISH | 30m: BULLISH
  ✅ 4. Order Flow: Buy dominant (92.8x)

  🟢🟢 ALL 4 CHECKS BULLISH — TRADE ENTRY
──────────────────────────────"
72,2026-05-22 11:12:06,SELL,NSE:NIFTY26MAYFUT,23783.0,23809.7,23716.3,26.7,66.7,2026-05-22 11:44:01,23810.0,SL_HIT,-27.0,-2025.0,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 0.99 → 0.98 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (3/3) — ATM 23800: CE 5m +147,485 | PE 5m -18,980 | OTM CE +52,650 | OTM PE -2,470
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
73,2026-05-22 12:01:18,BUY,NSE:NIFTY26MAYFUT,23810.9,23784.2,23877.600000000002,26.7,66.7,2026-05-22 12:21:49,23799.0,COUNTER_VIEW_FLIP,-11.9,-892.5,4,BULLISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Rising 1.10 → 1.10 (Bullish momentum)
  ✅ 2. Near-Strike OI: Bullish (2/3) — ATM 23800: CE 5m -13,390 | PE 5m +187,590 | OTM CE +187,655 | OTM PE +2,145
  ✅ 3. AI Timeframe Bias: 5m: BULLISH | 15m: BULLISH | 30m: BULLISH
  ✅ 4. Order Flow: Buy dominant (25.6x)

  🟢🟢 ALL 4 CHECKS BULLISH — TRADE ENTRY
──────────────────────────────"
74,2026-05-22 12:21:52,SELL,NSE:NIFTY26MAYFUT,23795.7,23822.4,23729.0,26.7,66.7,2026-05-22 12:48:51,23823.0,SL_HIT,-27.3,-2047.5,4,BEARISH,"
──────────────────────────────
🎯 INSTITUTIONAL CHECKLIST (4/4)
  ✅ 1. PCR Trend: PCR Falling 1.03 → 1.02 (Bearish momentum)
  ✅ 2. Near-Strike OI: Bearish (2/3) — ATM 23800: CE 5m +155,675 | PE 5m +72,150 | OTM CE +52,520 | OTM PE -18,980
  ✅ 3. AI Timeframe Bias: 5m: BEARISH | 15m: BEARISH | 30m: BEARISH
  ✅ 4. Order Flow: Sell dominant (0.0x)

  🔴🔴 ALL 4 CHECKS BEARISH — TRADE ENTRY
──────────────────────────────"
